name	length	species	type	subtype	description	classification
BEL-49_DRe-LTR	473	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-50_DRe-I	5783	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-50_DRe-LTR	565	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-51_DRe-I	5108	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-51_DRe-LTR	251	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-52_DRe-I	5841	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-52_DRe-LTR	806	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-53_DRe-I	2943	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-53_DRe-LTR	278	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-54_DRe-I	5959	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-54_DRe-LTR	928	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-55_DRe-I	5779	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-55_DRe-LTR	813	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-56_DRe-I	6664	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-56_DRe-LTR	463	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-57_DRe-I	5847	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-57_DRe-LTR	789	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-58_DRe-I	6101	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-58_DRe-LTR	898	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-59_DRe-I	6150	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-59_DRe-LTR	728	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-60_DRe-I	5782	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-60_DRe-LTR	598	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-61_DRe-I	6702	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-61_DRe-LTR	355	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-62_DRe-I	6254	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-62_DRe-LTR	696	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-63_DRe-I	6782	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-63_DRe-LTR	384	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-64_DRe-I	3140	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-65_DRe-I	6502	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL-65_DRe-LTR	364	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL1-I_DR	5940	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL1-LTR_DR	674	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL10-I_DR	6313	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL10-LTR_DR	327	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL11-I_DR	5999	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL11-LTR_DR	532	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL12-I_DR	6580	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL12-LTR_DR	575	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL13-I_DR	5209	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL13-LTR_DR	315	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL14-I_DR	6159	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL14-LTR_DR	617	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL15-I_DR	6132	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL15-LTR_DR	349	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL17-I_DR	5772	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL17-LTR_DR	444	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL18-I_DR	6170	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL18-LTR_DR	414	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL19-I_DR	5894	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL19-LTR_DR	1148	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL2-I_DR	5897	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL2-LTR_DR	890	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL20-I_DR	5825	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL20-LTR_DR	844	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL21-I_DR	6071	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL21-LTR_DR	312	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL22-I_DR	5948	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL22-LTR_DR	704	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL23-I_DR	5940	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL23-LTR_DR	1020	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL24-I_DR	6788	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL24-LTR_DR	524	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL25-I_DR	5826	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL25-LTR_DR	881	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL27-I_DR	6122	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL27-LTR_DR	509	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL29-I_DR	6439	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL29-LTR_DR	321	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL3-I_DR	6021	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL3-LTR_DR	644	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL30-I_DR	6648	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL30-LTR_DR	640	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL31-I_DR	6749	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL31-LTR_DR	711	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL32-I_DR	6873	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL32-LTR_DR	606	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL33-I_DR	6043	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL33-LTR_DR	580	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL34-I_DR	6028	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL34-LTR_DR	588	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL35-I_DR	7317	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL35-LTR_DR	114	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL36-I_DR	5833	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL36-LTR_DR	594	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL4-I_DR	6339	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL4-LTR_DR	904	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL5-I_DR	6716	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL5-LTR_DR	503	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL7-I_DR	6067	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL7-LTR_DR	769	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL8-I_DR	6706	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL8-LTR_DR	564	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL9-I_DR	6001	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: internal sequence	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL9-LTR_DR	654	Danio_rerio	LTR	Pao	LTR retrotransposon from zebrafish: long terminal repeat	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BELPADRE_I	6326	Danio_rerio	LTR	Pao	BEL/Pao-type LTR retrotransposon from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BELPADRE_LTR	963	Danio_rerio	LTR	Pao	BEL/Pao-type LTR retrotransposon from zebrafish	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
BEL_I	5404	Drosophila_fruit_fly_genus	LTR	Pao	BEL_I is an internal portion of BEL retrovirus.	Interspersed_Repeat;Transposable_Element;Retrotransposed_Element;Retrotransposon;Long_Terminal_Repeat_Element;Bel-Pao
